,RDSA.AS,RDSA.AS,RDSA.AS,RDSA.AS,RDSA.AS,CL=F,CL=F,CL=F,CL=F,CL=F,CL=F,^AEX,^AEX,^AEX,^AEX,^AEX
,Open,High,Low,Close,Volume,Adj Close,Close,High,Low,Open,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,
1992-11-12,,,,,,,,,,,,126.81853485107422,127.98021697998047,126.55533599853516,127.59449768066406,0.0
1992-11-13,,,,,,,,,,,,127.29954528808594,127.63987731933594,126.91382598876953,127.00004577636719,0.0
1992-11-16,,,,,,,,,,,,127.03180694580078,127.80323791503906,126.97281646728516,127.34491729736328,0.0
1992-11-17,,,,,,,,,,,,127.068115234375,127.41752624511719,126.81853485107422,127.00458526611328,0.0
1992-11-18,,,,,,,,,,,,126.60071563720703,126.61432647705078,125.97449493408203,126.36475372314453,0.0
1992-11-19,,,,,,,,,,,,126.52357482910156,126.53265380859375,125.3936538696289,125.3936538696289,0.0
1992-11-20,,,,,,,,,,,,125.37550354003906,125.90189361572266,124.82189178466797,125.70222473144531,0.0
1992-11-23,,,,,,,,,,,,125.94727325439453,126.07886505126953,124.73113250732422,124.90357208251953,0.0
1992-11-24,,,,,,,,,,,,124.40895080566406,124.63130187988281,123.85987091064453,124.62222290039062,0.0
1992-11-25,,,,,,,,,,,,124.88542175292969,125.0805435180664,124.640380859375,124.94441223144531,0.0
1992-11-26,,,,,,,,,,,,125.03517150878906,125.96088409423828,125.03517150878906,125.75668334960938,0.0
1992-11-27,,,,,,,,,,,,126.04256439208984,126.06071472167969,125.42996215820312,125.55248260498047,0.0
1992-11-30,,,,,,,,,,,,126.17416381835938,126.46004486083984,125.93365478515625,126.22407531738281,0.0
1992-12-01,,,,,,,,,,,,126.24676513671875,127.14525604248047,125.89281463623047,126.89567565917969,0.0
1992-12-02,,,,,,,,,,,,126.79130554199219,127.29046630859375,126.60071563720703,126.70054626464844,0.0
1992-12-03,,,,,,,,,,,,127.27685546875,128.30239868164062,127.25869750976562,127.97567749023438,0.0
1992-12-04,,,,,,,,,,,,128.11634826660156,128.11634826660156,127.59903717041016,127.98021697998047,0.0
1992-12-07,,,,,,,,,,,,127.86222839355469,128.62911987304688,127.86222839355469,128.19802856445312,0.0
1992-12-08,,,,,,,,,,,,127.92122650146484,128.4612274169922,127.90760803222656,128.320556640625,0.0
1992-12-09,,,,,,,,,,,,129.02845764160156,129.1736602783203,128.738037109375,128.86509704589844,0.0
1992-12-10,,,,,,,,,,,,128.75164794921875,129.16912841796875,128.06643676757812,128.06643676757812,0.0
1992-12-11,,,,,,,,,,,,127.52189636230469,127.8985366821289,127.10441589355469,127.6171875,0.0
1992-12-14,,,,,,,,,,,,127.70794677734375,127.73517608642578,126.83214569091797,127.14071655273438,0.0
1992-12-15,,,,,,,,,,,,126.80038452148438,127.04995727539062,126.38290405273438,126.6460952758789,0.0
